  "id","session_id","message"
116047,"91d846e2-a98a-4984-9e50-67ab2bf3d4c9","{""type"": ""human"", ""content"": ""Mensaje del lead: Me gustaría obtener más información\nNombre del lead: Martin \nOrigen del lead: facebook_messenger\nPrimera Interacción: true\nIntentos del Lead: 0\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116046,"c19b85e1-f841-46f5-8ac3-92f1fb4f43df","{""type"": ""ai"", ""content"": ""Entiendo que la Triton le parece interesante. ¿Podría decirme si la busca para trabajo o para uso familiar? Esto me ayudará a ofrecerle la mejor información posible. 😊"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116045,"c19b85e1-f841-46f5-8ac3-92f1fb4f43df","{""type"": ""human"", ""content"": ""Mensaje del lead: interessante\nNombre del lead: Receitas Tempo \nOrigen del lead: instagram_direct\nPrimera Interacción: false\nIntentos del Lead: 3\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116044,"1356650719545733","{""type"": ""ai"", ""content"": ""@receitastempo ¡Muchas gracias por su comentario! 🚛\nLa Nova Triton es una excelente herramienta de trabajo y aventura familiar.\nLe envié información completa por mensaje privado para mostrarle sus ventajas."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116043,"1356650719545733","{""type"": ""human"", ""content"": ""Comentário do lead: que chulo\nLegenda da postagem: Rally Mode. #MitsubishiMotors\n\n𝗚𝗥𝗨𝗣𝗢 𝗕𝗢𝗡𝗔𝗡𝗭𝗔 | 𝗕𝗢𝗡𝗔𝗡𝗭𝗔 𝗗𝗢𝗠𝗜𝗡𝗜𝗖𝗔𝗡𝗔\nAve. Buenaventura Freites no.32, Jardines del Norte\n809-565-5531 | contacto@bonanza.com.do\nDescrição da imagem: Aqui estão duas picapes incríveis da Mitsubishi, ambas L200. Com um visual robusto e customizado, essas belezas estão prontas para qualquer desafio! A combinação de preto com detalhes vermelhos deixa o design ainda mais ousado e aventureiro. Qual delas você escolheria para uma aventura off-road? 🚙💨 #MitsubishiL200 #AventuraOffRoad #EstiloEPerformance\n## DATA E HORA ATUAL\nHoy es: Tuesday, 27/01/2026, 21:29\n[nombre_lead]: receitastempo\nNo primeiro contato chame pelo nome se receitastempo for um nome válido: \n\n\n"", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116042,"c19b85e1-f841-46f5-8ac3-92f1fb4f43df","{""type"": ""ai"", ""content"": ""Hola de nuevo, Receitas Tempo. ¿Podría decirme si está interesado en la Triton para trabajo o para uso familiar? Esto me ayudará a ofrecerle la mejor información. 😊"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116041,"c19b85e1-f841-46f5-8ac3-92f1fb4f43df","{""type"": ""human"", ""content"": ""Mensaje del lead: Hola\nNombre del lead: Receitas Tempo \nOrigen del lead: instagram_direct\nPrimera Interacción: false\nIntentos del Lead: 2\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116040,"d58a251a-7596-4155-9eec-b49cb623be6e","{""type"": ""ai"", ""content"": ""Excelente, Agustin. ¿Le gustaría que coordinemos un test drive para que pueda experimentar la Triton en persona? 🚙 Esto le dará una mejor idea de su desempeño y características."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116039,"d58a251a-7596-4155-9eec-b49cb623be6e","{""type"": ""human"", ""content"": ""Mensaje del lead: Ok\nNombre del lead: Agustin Polanco Silvestres \nOrigen del lead: facebook_messenger\nPrimera Interacción: false\nIntentos del Lead: 8\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116038,"d58a251a-7596-4155-9eec-b49cb623be6e","{""type"": ""ai"", ""content"": ""Claro, Agustin. La Mitsubishi Triton es una camioneta versátil y potente, ideal para diferentes usos. Aquí le dejo una imagen para que la vea:\n\n![Mitsubishi Triton](https://cttkmsnkycjmekljiwih.supabase.co/storage/v1/object/public/Triton/triton_hero.jpg)\n\n¿Hay algún aspecto específico sobre el cual le gustaría más información? 🚙"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116037,"d58a251a-7596-4155-9eec-b49cb623be6e","{""type"": ""human"", ""content"": ""Mensaje del lead: Me gustaría obtener más información\nNombre del lead: Agustin Polanco \nOrigen del lead: facebook_messenger\nPrimera Interacción: false\nIntentos del Lead: 7\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116036,"33635538309423868","{""type"": ""ai"", ""content"": ""@Sostenes ¡Perfecto! 📸 La tecnología de KAIYI le brinda control y seguridad total. Le escribí al DM con todos los detalles."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116035,"33635538309423868","{""type"": ""human"", ""content"": ""Comentário do lead: Que chulo\nLegenda da postagem: La Cámara 360 Y Los Sensores De Proximidad Te Dan Control Total, Seguridad Y Confianza. \nCon Kaiyi Auto Cada Movimiento Está Bajo Tu Dominio.\n\n𝗚𝗥𝗨𝗣𝗢 𝗕𝗢𝗡𝗔𝗡𝗭𝗔 | 𝗘𝗠𝗣𝗜𝗥𝗘 𝗠𝗢𝗧𝗢𝗥𝗦\nAve. Buenaventura Freites no.32, Jardines del Norte\n809-594-0831 | contacto@empiremotors.com.do\nNome do lead: Sostenes\n\n## DATA E HORA ATUAL\nHoy es: Tuesday, 27/01/2026, 20:08\n\n"", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116034,"0ae6f34f-5785-43a0-8e45-305998d74d6a","{""type"": ""ai"", ""content"": ""¡Hola Fran! Soy Carmen de Bonanza Mitsubishi. La nueva Triton es una maravilla tanto para el trabajo duro como para disfrutar en familia. ¿Busca la Triton para trabajo pesado o para uso familiar? 🚙"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116033,"0ae6f34f-5785-43a0-8e45-305998d74d6a","{""type"": ""human"", ""content"": ""Mensaje del lead: Me gustaría obtener más información\nNombre del lead: Fran \nOrigen del lead: facebook_messenger\nPrimera Interacción: true\nIntentos del Lead: 0\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116032,"854d33d5-9e11-42b1-be7b-10ae3f314fdf","{""type"": ""ai"", ""content"": ""¡Hola Jose! Soy Carmen, su asesora en Bonanza Mitsubishi. La nueva Triton combina la fuerza para el trabajo duro con el confort de una SUV de lujo. ¿Busca la Triton para trabajo pesado o para uso familiar?"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116031,"854d33d5-9e11-42b1-be7b-10ae3f314fdf","{""type"": ""human"", ""content"": ""Mensaje del lead: Me gustaría obtener más información\nNombre del lead: Jose \nOrigen del lead: facebook_messenger\nPrimera Interacción: true\nIntentos del Lead: 0\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116030,"f82d5ed6-b1a5-42fe-b39b-919312004de1","{""type"": ""ai"", ""content"": ""¡Saludos Ismael! Soy Carmen de Bonanza Mitsubishi. Estamos muy emocionados con la nueva Triton; es la compañera perfecta tanto para la finca como para pasear en familia. ¿La busca para trabajo pesado o para uso familiar?"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116029,"f82d5ed6-b1a5-42fe-b39b-919312004de1","{""type"": ""human"", ""content"": ""Mensaje del lead: Me gustaría obtener más información\nNombre del lead: Ismael \nOrigen del lead: facebook_messenger\nPrimera Interacción: true\nIntentos del Lead: 0\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116028,"be0c4772-1cc0-49aa-8fc7-0b81c5f0c6aa","{""type"": ""ai"", ""content"": ""Hola Sostenes, ¿cómo está? ¿Busca la Triton para trabajo pesado o para uso familiar? 🚙"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116027,"be0c4772-1cc0-49aa-8fc7-0b81c5f0c6aa","{""type"": ""human"", ""content"": ""Mensaje del lead: teste\nNombre del lead: Sostenes De Jesus Andrade \nOrigen del lead: facebook_messenger\nPrimera Interacción: false\nIntentos del Lead: 2\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116026,"c19b85e1-f841-46f5-8ac3-92f1fb4f43df","{""type"": ""ai"", ""content"": ""¡Hola Receitas Tempo! ¿Busca la Triton para trabajo pesado o para uso familiar? 🚙"", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116025,"c19b85e1-f841-46f5-8ac3-92f1fb4f43df","{""type"": ""human"", ""content"": ""Mensaje del lead: Hola\nNombre del lead: Receitas Tempo \nOrigen del lead: instagram_direct\nPrimera Interacción: false\nIntentos del Lead: 1\nagendamento_confirmado: false\nnotifica_vendedor: "", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116024,"33635538309423868","{""type"": ""ai"", ""content"": ""@Sostenes ¡Excelente! 🚗 Los KAIYI ofrecen diseño y tecnología de alta calidad para su día a día. Le envié información completa por privado."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116023,"33635538309423868","{""type"": ""human"", ""content"": ""Comentário do lead: Que chulo\nLegenda da postagem: Conquista La Ciudad. La SUV De Kaiyi Auto Es Tu Aliado Para Cada Aventura Urbana.\n\n𝗚𝗥𝗨𝗣𝗢 𝗕𝗢𝗡𝗔𝗡𝗭𝗔 | 𝗘𝗠𝗣𝗜𝗥𝗘 𝗠𝗢𝗧𝗢𝗥𝗦\nAve. Buenaventura Freites no.32, Jardines del Norte\n809-594-0831 | contacto@empiremotors.com.do\nNome do lead: Sostenes\n\n## DATA E HORA ATUAL\nHoy es: Tuesday, 27/01/2026, 13:59\n\n"", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116022,"113281785147944","{""type"": ""ai"", ""content"": ""@Sostenes ¡Excelente elección! 🚗 Los KAIYI combinan innovación y diseño para acompañarle en cada aventura urbana. Le escribí al DM con más detalles."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116021,"113281785147944","{""type"": ""human"", ""content"": ""Comentário do lead: @Sostenes ¡Perfecto! 🚙 KAIYI es agilidad y tecnología para su mejor experiencia urbana. Le envié toda la información personalizada por DM.\nLegenda da postagem: Conquista La Ciudad. La SUV De Kaiyi Auto Es Tu Aliado Para Cada Aventura Urbana.\n\n𝗚𝗥𝗨𝗣𝗢 𝗕𝗢𝗡𝗔𝗡𝗭𝗔 | 𝗘𝗠𝗣𝗜𝗥𝗘 𝗠𝗢𝗧𝗢𝗥𝗦\nAve. Buenaventura Freites no.32, Jardines del Norte\n809-594-0831 | contacto@empiremotors.com.do\nNome do lead: Kaiyi\n\n## DATA E HORA ATUAL\nHoy es: Tuesday, 27/01/2026, 13:52\n\n"", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116020,"113281785147944","{""type"": ""ai"", ""content"": ""@Sostenes ¡Perfecto! 🚙 KAIYI es agilidad y tecnología para su mejor experiencia urbana. Le envié toda la información personalizada por DM."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116019,"113281785147944","{""type"": ""human"", ""content"": ""Comentário do lead: @Sostenes ¡Muchas gracias! 🚗 Para su día a día en la ciudad, KAIYI ofrece agilidad y tecnología de vanguardia. Le escribí al DM con todos los detalles.\nLegenda da postagem: Conquista La Ciudad. La SUV De Kaiyi Auto Es Tu Aliado Para Cada Aventura Urbana.\n\n𝗚𝗥𝗨𝗣𝗢 𝗕𝗢𝗡𝗔𝗡𝗭𝗔 | 𝗘𝗠𝗣𝗜𝗥𝗘 𝗠𝗢𝗧𝗢𝗥𝗦\nAve. Buenaventura Freites no.32, Jardines del Norte\n809-594-0831 | contacto@empiremotors.com.do\nNome do lead: Kaiyi\n\n## DATA E HORA ATUAL\nHoy es: Tuesday, 27/01/2026, 13:52\n\n"", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116018,"113281785147944","{""type"": ""ai"", ""content"": ""@Sostenes ¡Muchas gracias! 🚗 Para su día a día en la ciudad, KAIYI ofrece agilidad y tecnología de vanguardia. Le escribí al DM con todos los detalles."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
116017,"113281785147944","{""type"": ""human"", ""content"": ""Comentário do lead: @Sostenes ¡Excelente! ✨ Los KAIYI son su mejor opción para una aventura urbana con comodidad y tecnología. Le envié asesoría personalizada por DM.\nLegenda da postagem: Conquista La Ciudad. La SUV De Kaiyi Auto Es Tu Aliado Para Cada Aventura Urbana.\n\n𝗚𝗥𝗨𝗣𝗢 𝗕𝗢𝗡𝗔𝗡𝗭𝗔 | 𝗘𝗠𝗣𝗜𝗥𝗘 𝗠𝗢𝗧𝗢𝗥𝗦\nAve. Buenaventura Freites no.32, Jardines del Norte\n809-594-0831 | contacto@empiremotors.com.do\nNome do lead: Kaiyi\n\n## DATA E HORA ATUAL\nHoy es: Tuesday, 27/01/2026, 13:52\n\n"", ""additional_kwargs"": {}, ""response_metadata"": {}}"
116016,"113281785147944","{""type"": ""ai"", ""content"": ""@Sostenes ¡Excelente! ✨ Los KAIYI son su mejor opción para una aventura urbana con comodidad y tecnología. Le envié asesoría personalizada por DM."", ""tool_calls"": [], ""additional_kwargs"": {}, ""response_metadata"": {}, ""invalid_tool_calls"": []}"
